rank,personName,age,finalWorth,category,countryOfCitizenship,selfMade,gender,continent,Age Classification
1929,Alan Gerry,93,1500,Media & Entertainment,United States,TRUE,M,North America,old age
1929,Balkrishan Goenka,55,1500,Manufacturing,India,TRUE,M,Asia,middle age
1929,Esther Grether,86,1500,Fashion & Retail,Switzerland,FALSE,F,Europe,old age
1929,Gu Wei,57,1500,Manufacturing,China,TRUE,M,Asia,middle age
1929,Torstein Hagen,79,1500,Service,Norway,TRUE,M,Europe,old age
1929,Kenneth Hao,53,1500,Finance & Investments,United States,TRUE,M,North America,middle age
1929,He Zhiping,58,1500,Finance & Investments,China,TRUE,M,Asia,middle age
1929,Timothy Headington,71,1500,Energy,United States,FALSE,M,North America,old age
1929,Ilona Herlin,57,1500,Manufacturing,Finland,FALSE,F,Europe,middle age
1929,Niranjan Hiranandani,72,1500,Real Estate,India,TRUE,M,Asia,old age
1929,Drew Houston,39,1500,Technology,United States,TRUE,M,North America,youth
1929,Huang Rulun,70,1500,Real Estate,China,TRUE,M,Asia,old age
1929,Matt Hulsizer,,1500,Finance & Investments,United States,TRUE,M,North America,NA
1929,Justin Ishbia,44,1500,Finance & Investments,United States,FALSE,M,North America,youth
1929,Peter Jackson,60,1500,Media & Entertainment,New Zealand,TRUE,M,Australia,middle age
1929,Jin Lei,56,1500,Healthcare,China,TRUE,M,Asia,middle age
1929,Jin Xin,55,1500,Manufacturing,China,TRUE,M,Asia,middle age
1929,Conni Jonsson,61,1500,Finance & Investments,Sweden,TRUE,M,Europe,old age
1929,Jenny Just,54,1500,Finance & Investments,United States,TRUE,F,North America,middle age
1929,Ke Xiping & family,61,1500,Diversified,China,TRUE,M,Asia,old age
1929,Ke Zunhong & family,67,1500,Healthcare,China,TRUE,M,Asia,old age
1929,Sidney Kimmel,94,1500,Fashion & Retail,United States,TRUE,M,North America,old age
1929,Seth Klarman,64,1500,Finance & Investments,United States,TRUE,M,North America,old age
1929,Mustafa Rahmi Koc,91,1500,Diversified,Turkey,FALSE,M,Europe,old age
1929,Pyotr Kondrashev,72,1500,Manufacturing,Russia,TRUE,M,Europe,old age
1929,Kong Jian Min,54,1500,Real Estate,China,TRUE,M,Asia,middle age
1929,Hemendra Kothari,75,1500,Finance & Investments,India,FALSE,M,Asia,old age
1929,Eduard Kucera,69,1500,Technology,Czechia,TRUE,M,Europe,old age
1929,Christopher Kwok,36,1500,Real Estate,Hong Kong,FALSE,M,,youth
1929,Edward Kwok,41,1500,Real Estate,Hong Kong,FALSE,M,,youth
1929,Joe Lacob,66,1500,Sports,United States,TRUE,M,North America,old age
1929,Lai Jianfa,52,1500,Logistics,China,TRUE,M,Asia,middle age
1929,Manuel Lao Hernández,77,1500,Gambling & Casinos,Spain,TRUE,M,Europe,old age
1929,Lee Joon-ho,57,1500,Technology,South Korea,TRUE,M,Asia,middle age
1929,Manfredi Lefebvre d'Ovidio & family,68,1500,Service,Italy,FALSE,M,Europe,old age
1929,Li Jinyang,,1500,Metals & Mining,China,FALSE,F,Asia,NA
1929,Li Ming,,1500,Finance & Investments,China,TRUE,M,Asia,NA
1929,Zhen Li & family,58,1500,Manufacturing,China,TRUE,M,Asia,middle age
1929,Rongfu Lu,51,1500,Telecom,China,TRUE,M,Asia,middle age
1929,Rafique Malik,71,1500,Fashion & Retail,India,FALSE,M,Asia,old age
1929,Youssef Mansour,76,1500,Diversified,Egypt,TRUE,M,Africa,old age
1929,Mao Lixiang & family,81,1500,Technology,China,TRUE,M,Asia,old age
1929,David McMurtry,81,1500,Manufacturing,United Kingdom,TRUE,M,Europe,old age
1929,Meng Qingshan & family,73,1500,Manufacturing,China,TRUE,M,Asia,old age
1929,Alan Miller & family,84,1500,Healthcare,United States,TRUE,M,North America,old age
1929,Greg Mondre,47,1500,Finance & Investments,United States,TRUE,M,North America,middle age
1929,Massimo Moratti,76,1500,Energy,Italy,FALSE,M,Europe,old age
1929,Robert Mouawad,77,1500,Service,Lebanon,FALSE,M,Asia,old age
1929,Ezra Nahmad,76,1500,Finance & Investments,Monaco,FALSE,M,Europe,old age
1929,Tadako Nakatani,,1500,Healthcare,Japan,FALSE,F,Asia,NA
1929,Kentaro Ogawa,73,1500,Food & Beverage,Japan,TRUE,M,Asia,old age
1929,Jonathan Oringer,47,1500,Technology,United States,TRUE,M,North America,middle age
1929,Niti Osathanugrah,48,1500,Finance & Investments,Thailand,FALSE,M,Asia,middle age
1929,Dragos Paval,55,1500,Fashion & Retail,Romania,TRUE,M,Europe,middle age
1929,Zach Perret,34,1500,Finance & Investments,United States,TRUE,M,North America,youth
1929,Karl-Johan Persson,47,1500,Fashion & Retail,Sweden,FALSE,M,Europe,middle age
1929,Markus Persson,42,1500,Media & Entertainment,Sweden,TRUE,M,Europe,youth
1929,Tom Persson,37,1500,Fashion & Retail,Sweden,FALSE,M,Europe,youth
1929,Kevin Plank,49,1500,Fashion & Retail,United States,TRUE,M,North America,middle age
1929,Andreas Pohl,57,1500,Finance & Investments,Germany,FALSE,M,Europe,middle age
1929,"Reinfried Pohl, Jr.",62,1500,Finance & Investments,Germany,FALSE,M,Europe,old age
1929,Michael Polsky,73,1500,Energy,United States,TRUE,M,North America,old age
1929,Qin Long,56,1500,Manufacturing,China,TRUE,M,Asia,middle age
1929,G. M. Rao,71,1500,Logistics,India,TRUE,M,Asia,old age
1929,Mike Repole,54,1500,Food & Beverage,United States,TRUE,M,North America,middle age
1929,Fernando Roig,74,1500,Fashion & Retail,Spain,FALSE,M,Europe,old age
1929,Christopher Rokos,51,1500,Finance & Investments,United Kingdom,TRUE,M,Europe,middle age
1929,Fayez Sarofim,93,1500,Finance & Investments,United States,FALSE,M,North America,old age
1929,Antonio Luiz Seabra,79,1500,Fashion & Retail,Brazil,TRUE,M,South America,old age
1929,Amnon Shashua,61,1500,Automotive,Israel,TRUE,M,Asia,old age
1929,Yuri Shefler,54,1500,Food & Beverage,Russia,TRUE,M,Europe,middle age
1929,Mikhail Shelkov,53,1500,Metals & Mining,Russia,TRUE,M,Europe,middle age
1929,Charlotte Soderstrom,45,1500,Fashion & Retail,Sweden,FALSE,F,Europe,middle age
1929,Edwin Soeryadjaya,72,1500,Energy,Indonesia,FALSE,M,Asia,old age
1929,Thomas Steyer,64,1500,Finance & Investments,United States,TRUE,M,North America,old age
1929,Kevin Systrom,38,1500,Technology,United States,TRUE,M,North America,youth
1929,Tang Binsen,39,1500,Food & Beverage,China,TRUE,M,Asia,youth
1929,Hary Tanoesoedibjo,56,1500,Media & Entertainment,Indonesia,TRUE,M,Asia,middle age
1929,Jonathan Tisch,68,1500,Diversified,United States,FALSE,M,North America,old age
1929,Wilma Tisch,94,1500,Finance & Investments,United States,FALSE,F,North America,old age
1929,Kenny Troutt,74,1500,Telecom,United States,TRUE,M,North America,old age
1929,Thomas von Koch,56,1500,Finance & Investments,Sweden,TRUE,M,Europe,middle age
1929,Junjin Wang,53,1500,Service,China,TRUE,M,Asia,middle age
1929,Wang Zelong,25,1500,Metals & Mining,China,FALSE,M,Asia,youth
1929,Myron Wentz,82,1500,Fashion & Retail,St. Kitts and Nevis,TRUE,M,,old age
1929,Kaiting Wu,52,1500,Telecom,Hong Kong,TRUE,M,,middle age
1929,Xiong Wu,46,1500,Technology,China,TRUE,M,Asia,middle age
1929,Xu Wanmao,77,1500,Service,China,TRUE,M,Asia,old age
1929,Xu Zhenhua,,1500,Media & Entertainment,China,TRUE,M,Asia,NA
1929,Xue Jiping,71,1500,Telecom,China,TRUE,M,Asia,old age
1929,Yang Jian,50,1500,Real Estate,China,TRUE,M,Asia,middle age
1929,Justin Yuan,,1500,Media & Entertainment,China,TRUE,M,Asia,NA
1929,Xinghai Zhang & family,59,1500,Manufacturing,China,TRUE,M,Asia,middle age
1929,Xuansong Zhang,50,1500,Fashion & Retail,China,TRUE,M,Asia,middle age
1929,Zhang Yin,65,1500,Manufacturing,China,TRUE,F,Asia,old age
1929,Chengjian Zhou,56,1500,Fashion & Retail,China,TRUE,M,Asia,middle age
2076,Radhe Shyam Agarwal,77,1400,Fashion & Retail,India,TRUE,M,Asia,old age
2076,Syed Mokhtar AlBukhary,70,1400,Construction & Engineering,Malaysia,TRUE,M,Asia,old age
2076,Nerio Alessandri,60,1400,Manufacturing,Italy,TRUE,M,Europe,middle age
2076,Patricia Angelini Rossi,68,1400,Diversified,Chile,FALSE,F,South America,old age
2076,Tope Awotona,40,1400,Technology,United States,TRUE,M,North America,youth
2076,Elena Baturina,59,1400,Construction & Engineering,Russia,TRUE,F,Europe,middle age
2076,Sabrina Benetton,48,1400,Fashion & Retail,Italy,FALSE,F,Europe,middle age
2076,Thomas Bruch,71,1400,Fashion & Retail,Germany,FALSE,M,Europe,old age
2076,Marina Budiman,60,1400,Technology,Indonesia,TRUE,F,Asia,middle age
2076,Stewart Butterfield,49,1400,Technology,Canada,TRUE,M,North America,middle age
2076,Richard Chang,75,1400,Real Estate,Taiwan,TRUE,M,Asia,old age
2076,Chen Tianqiao,48,1400,Technology,China,TRUE,M,Asia,middle age
2076,Chen Wenyuan & family,54,1400,Technology,China,TRUE,M,Asia,middle age
2076,Cheng Antares,64,1400,Food & Beverage,Hong Kong,TRUE,M,,old age
2076,Chin Jong Hwa,63,1400,Automotive,Taiwan,TRUE,M,Asia,old age
2076,Cho Jyh-jer,,1400,Technology,Taiwan,TRUE,M,Asia,NA
2076,Jim Crane,68,1400,Sports,United States,TRUE,M,North America,old age
2076,Thierry Cruanes,54,1400,Technology,United States,TRUE,M,North America,middle age
2076,Benoit Dageville,55,1400,Technology,United States,TRUE,M,North America,middle age
2076,Weili Dai,60,1400,Technology,United States,TRUE,F,North America,middle age
2076,Darwin Deason,81,1400,Service,United States,TRUE,M,North America,old age
2076,Diego Della Valle,68,1400,Fashion & Retail,Italy,FALSE,M,Europe,old age
2076,Deng Yingzhong,71,1400,Manufacturing,China,TRUE,M,Asia,old age
2076,Ding Shui Po,51,1400,Fashion & Retail,China,FALSE,M,Asia,middle age
2076,Mark Dixon,62,1400,Real Estate,United Kingdom,TRUE,M,Europe,old age
2076,Du Shuanghua,57,1400,Manufacturing,China,TRUE,M,Asia,middle age
2076,Mukand Lal Dua,73,1400,Fashion & Retail,India,TRUE,M,Asia,old age
2076,Ramesh Kumar Dua,68,1400,Fashion & Retail,India,TRUE,M,Asia,old age
2076,Fan Minhua,60,1400,Healthcare,China,TRUE,F,Asia,middle age
2076,Hongbo Fang,55,1400,Manufacturing,China,TRUE,M,Asia,middle age
2076,"William Foley, II.",77,1400,Finance & Investments,United States,TRUE,M,North America,old age
2076,Jayme Garfinkel & family,76,1400,Finance & Investments,Brazil,FALSE,M,South America,old age
2076,Radhe Shyam Goenka,76,1400,Fashion & Retail,India,TRUE,M,Asia,old age
2076,Maggie Hardy Knox,56,1400,Service,United States,FALSE,F,North America,middle age
2076,Ayman Hariri,43,1400,Construction & Engineering,Lebanon,FALSE,M,Asia,youth
2076,Christoph Henkel,64,1400,Fashion & Retail,Germany,FALSE,M,Europe,old age
2076,Daniel Hirschfeld,80,1400,Fashion & Retail,United States,FALSE,M,North America,old age
2076,William Hockey,32,1400,Finance & Investments,United States,TRUE,M,North America,youth
2076,Huang Guanlin,57,1400,Fashion & Retail,China,TRUE,M,Asia,middle age
2076,Huang Xiaofen & family,60,1400,Technology,China,TRUE,F,Asia,middle age
2076,Jay-Z,52,1400,Media & Entertainment,United States,TRUE,M,North America,middle age
2076,Yintai Jiang & family,71,1400,Automotive,China,TRUE,M,Asia,old age
2076,Johan Johannson,55,1400,Fashion & Retail,Norway,FALSE,M,Europe,middle age
2076,Ramesh Juneja,66,1400,Healthcare,India,TRUE,M,Asia,old age
2076,Scott Kapnick,63,1400,Finance & Investments,United States,TRUE,M,North America,old age
2076,Viktor Kharitonin,49,1400,Healthcare,Russia,TRUE,M,Europe,middle age
2076,Kim Jun-ki,77,1400,Diversified,South Korea,TRUE,M,Asia,old age
2076,Kim Sang-yeol,61,1400,Construction & Engineering,South Korea,TRUE,M,Asia,old age
2076,Christine Knauf,,1400,Manufacturing,Germany,FALSE,F,Europe,NA
2076,Karl Knauf,,1400,Manufacturing,Germany,FALSE,M,Europe,NA
2076,Yogesh Kothari,73,1400,Manufacturing,India,TRUE,M,Asia,old age
2076,Kurt Krieger,74,1400,Fashion & Retail,Germany,TRUE,M,Europe,old age
2076,Mustafa Kucuk,58,1400,Fashion & Retail,Turkey,TRUE,M,Europe,middle age
2076,Sebastian Kulczyk,41,1400,Finance & Investments,Poland,FALSE,M,Europe,youth
2076,Gary Lauder,59,1400,Fashion & Retail,United States,FALSE,M,North America,middle age
2076,Art Levinson,72,1400,Diversified,United States,TRUE,M,North America,old age
2076,Li Li,58,1400,Healthcare,China,TRUE,M,Asia,middle age
2076,Guangwei Liang,58,1400,Manufacturing,China,TRUE,M,Asia,middle age
2076,Scott Lin,89,1400,Technology,Taiwan,TRUE,M,Asia,old age
2076,Jenny Lindén Urnes,51,1400,Manufacturing,Sweden,FALSE,F,Europe,middle age
2076,Anatoly Lomakin,69,1400,Metals & Mining,Russia,TRUE,M,Europe,old age
2076,Jeffrey Lorberbaum,67,1400,Manufacturing,United States,FALSE,M,North America,old age
2076,Gary Magness,68,1400,Media & Entertainment,United States,FALSE,M,North America,old age
2076,Zhongwu Mao,59,1400,Manufacturing,China,TRUE,M,Asia,middle age
2076,Ilson Mateus & family,59,1400,Fashion & Retail,Brazil,TRUE,M,South America,middle age
2076,Vadim Moshkovich,54,1400,Food & Beverage,Russia,TRUE,M,Europe,middle age
2076,Jerry Moyes & family,78,1400,Logistics,United States,TRUE,M,North America,old age
2076,George Alexander Muthoot,66,1400,Finance & Investments,India,FALSE,M,Asia,old age
2076,George Jacob Muthoot,69,1400,Finance & Investments,India,FALSE,M,Asia,old age
2076,George Thomas Muthoot,71,1400,Finance & Investments,India,FALSE,M,Asia,old age
2076,Sara George Muthoot,61,1400,Finance & Investments,India,FALSE,F,Asia,old age
2076,Marius Nacht,56,1400,Technology,Israel,TRUE,M,Asia,middle age
2076,Adam Neumann,43,1400,Real Estate,Israel,TRUE,M,Asia,youth
2076,Simon Nixon,54,1400,Technology,United Kingdom,TRUE,M,Europe,middle age
2076,Stefan Olsson,73,1400,Diversified,Sweden,FALSE,M,Europe,old age
2076,Ranjan Pai,49,1400,Service,India,FALSE,M,Asia,middle age
2076,Antonio Percassi,68,1400,Diversified,Italy,TRUE,M,Europe,old age
2076,Mark Pincus,56,1400,Technology,United States,TRUE,M,North America,middle age
2076,Alexey Repik,42,1400,Healthcare,Russia,TRUE,M,Europe,youth
2076,Matthew Roszak,49,1400,Finance & Investments,United States,TRUE,M,North America,middle age
2076,Subhash Runwal,78,1400,Real Estate,India,TRUE,M,Asia,old age
2076,Carlos Sanchez,60,1400,Healthcare,Brazil,FALSE,M,South America,middle age
2076,Martin Selig,84,1400,Real Estate,United States,TRUE,M,North America,old age
2076,Bhadresh Shah,70,1400,Manufacturing,India,TRUE,M,Asia,old age
2076,Shao Jianxiong,,1400,Energy,China,TRUE,M,Asia,NA
2076,Shu Ping,52,1400,Food & Beverage,Singapore,TRUE,F,Asia,middle age
2076,Ben Silbermann,39,1400,Media & Entertainment,United States,TRUE,M,North America,youth
2076,Jared Smith,47,1400,Technology,United States,TRUE,M,North America,middle age
2076,Sun Qinghuan,48,1400,Technology,China,TRUE,M,Asia,middle age
2076,Denis Sverdlov,43,1400,Automotive,Russia,TRUE,M,Europe,youth
2076,Prachak Tangkaravakoon,78,1400,Manufacturing,Thailand,TRUE,M,Asia,old age
2076,Lina Tombolato,74,1400,Finance & Investments,Italy,FALSE,F,Europe,old age
2076,Tong Jinquan,67,1400,Real Estate,China,TRUE,M,Asia,old age
2076,Luiza Helena Trajano,70,1400,Fashion & Retail,Brazil,FALSE,F,South America,old age
2076,John Van Lieshout,76,1400,Real Estate,Australia,TRUE,M,Australia,old age
2076,Vardis Vardinoyannis & family,89,1400,Energy,Greece,TRUE,M,Europe,old age
2076,Jens von Bahr,51,1400,Gambling & Casinos,Sweden,TRUE,M,Europe,middle age
2076,Wang Fuji,,1400,Healthcare,China,TRUE,M,Asia,NA
2076,Wang Jian,68,1400,Technology,China,TRUE,M,Asia,old age
2076,Werner O. Weber,83,1400,Manufacturing,Switzerland,TRUE,M,Europe,old age
2076,Wei Lidong & family,46,1400,Technology,China,TRUE,M,Asia,middle age
2076,Drorit Wertheim,66,1400,Food & Beverage,Israel,FALSE,F,Asia,old age
2076,Bo Wu,67,1400,Manufacturing,China,TRUE,M,Asia,old age
2076,Eugene Wu,76,1400,Finance & Investments,Taiwan,FALSE,M,Asia,old age
2076,Wu Xushun & family,73,1400,Diversified,China,TRUE,M,Asia,old age
2076,Wenbo Xiang,59,1400,Manufacturing,China,TRUE,M,Asia,middle age
2076,Swift Xie,42,1400,Technology,China,TRUE,M,Asia,youth
2076,Xu Bingzhong,48,1400,Food & Beverage,China,TRUE,M,Asia,middle age
2076,Xu Shaochun,59,1400,Technology,China,TRUE,M,Asia,middle age
2076,Yan Junxu,52,1400,Manufacturing,China,TRUE,M,Asia,middle age
2076,George Yancopoulos,62,1400,Healthcare,United States,TRUE,M,North America,old age
2076,Gavril Yushvaev,64,1400,Finance & Investments,Russia,TRUE,M,Europe,old age
2076,Zhuo Jun,56,1400,Manufacturing,Hong Kong,FALSE,F,,middle age
2076,Fredrik Österberg,51,1400,Gambling & Casinos,Sweden,TRUE,M,Europe,middle age
2190,Alberto Alcocer,79,1300,Finance & Investments,Spain,TRUE,M,Europe,old age
2190,Alexandra Andresen,25,1300,Diversified,Norway,FALSE,F,Europe,youth
2190,Katharina Andresen,26,1300,Diversified,Norway,FALSE,F,Europe,youth
2190,Rutger Arnhult,54,1300,Real Estate,Sweden,TRUE,M,Europe,middle age
2190,Anant Asavabhokin,71,1300,Real Estate,Thailand,TRUE,M,Asia,old age
2190,Mehmet Aydinlar,65,1300,Healthcare,Turkey,TRUE,M,Europe,old age
2190,Binny Bansal,39,1300,Technology,India,TRUE,M,Asia,youth
2190,Sachin Bansal,40,1300,Fashion & Retail,India,TRUE,M,Asia,youth
2190,Barbara Benetton,52,1300,Fashion & Retail,Italy,FALSE,F,Europe,middle age
2190,Othman Benjelloun & family,89,1300,Finance & Investments,Morocco,FALSE,M,Africa,old age
2190,Angela Bennett,78,1300,Metals & Mining,Australia,FALSE,F,Australia,old age
2190,Oleg Boyko,57,1300,Diversified,Russia,TRUE,M,Europe,middle age
2190,Anna Maria Braun,43,1300,Healthcare,Germany,FALSE,F,Europe,youth
2190,Edouard Carmignac,74,1300,Finance & Investments,France,TRUE,M,Europe,old age
2190,Anthony Casalena,39,1300,Technology,United States,TRUE,M,North America,youth
2190,Chang Jing,39,1300,Technology,China,TRUE,M,Asia,youth
2190,Jeffrey Cheah,77,1300,Real Estate,Malaysia,TRUE,M,Asia,old age
2190,Chen Shiliang,58,1300,Manufacturing,China,TRUE,M,Asia,middle age
2190,Yuantai Chen,54,1300,Energy,China,TRUE,M,Asia,middle age
2190,Cheng Xianfeng,53,1300,Healthcare,China,TRUE,M,Asia,middle age
2190,Chu Jian,59,1300,Manufacturing,China,TRUE,M,Asia,middle age
2190,Chua Thian Poh,73,1300,Real Estate,Singapore,TRUE,M,Asia,old age
2190,Alberto Cortina,76,1300,Finance & Investments,Spain,TRUE,M,Europe,old age
2190,Sandor Csanyi,69,1300,Diversified,Hungary,TRUE,M,Europe,old age
2190,Sasson Dayan & family,82,1300,Finance & Investments,Brazil,TRUE,M,South America,old age
2190,Anand Deshpande,59,1300,Technology,India,TRUE,M,Asia,middle age
2190,Richard Desmond,70,1300,Media & Entertainment,United Kingdom,TRUE,M,Europe,old age
2190,Shlomo Eliahu,86,1300,Finance & Investments,Israel,TRUE,M,Asia,old age
2190,Jose Roberto Ermirio de Moraes,64,1300,Diversified,Brazil,FALSE,M,South America,old age
2190,Jose Ermirio de Moraes Neto,69,1300,Diversified,Brazil,FALSE,M,South America,old age
2190,David Fattal & family,64,1300,Service,Israel,TRUE,M,Asia,old age
2190,Marvy Finger,86,1300,Real Estate,United States,TRUE,M,North America,old age
2190,Adam Foroughi,41,1300,Media & Entertainment,United States,TRUE,M,North America,youth
2190,Richard Fortin,73,1300,Fashion & Retail,Canada,TRUE,M,North America,old age
2190,Luiz Frias,58,1300,Technology,Brazil,FALSE,M,South America,middle age
2190,Susumu Fujita,48,1300,Media & Entertainment,Japan,TRUE,M,Asia,middle age
2190,Simona Giorgetta,44,1300,Construction & Engineering,Italy,FALSE,F,Europe,youth
2190,Premchand Godha,75,1300,Healthcare,India,TRUE,M,Asia,old age
2190,Mikhail Gutseriev & brother,64,1300,Energy,Russia,TRUE,M,Europe,old age
2190,Hang Hong,54,1300,Manufacturing,China,TRUE,F,Asia,middle age
2190,Alfredo Harp Helu & family,78,1300,Finance & Investments,Mexico,TRUE,M,North America,old age
2190,Jaroslav Hascak & family,52,1300,Finance & Investments,Slovakia,TRUE,M,Europe,middle age
2190,He Zuxun,56,1300,Food & Beverage,China,TRUE,M,Asia,middle age
2190,David Hoffman,69,1300,Diversified,United States,TRUE,M,North America,old age
2190,Francis Holder,81,1300,Food & Beverage,France,TRUE,M,Europe,old age
2190,Hu Rongda & family,63,1300,Manufacturing,China,TRUE,M,Asia,old age
2190,Wei Huang,62,1300,Real Estate,China,TRUE,M,Asia,old age
2190,Zarakh Iliev,55,1300,Real Estate,Russia,TRUE,M,Europe,middle age
2190,Mitchell Jacobson,71,1300,Service,United States,FALSE,M,North America,old age
2190,Jiang Guiting & family,63,1300,Manufacturing,China,TRUE,M,Asia,old age
2190,Rajeev Juneja,56,1300,Healthcare,India,TRUE,M,Asia,middle age
2190,Peter Kelly,64,1300,Technology,United Kingdom,TRUE,M,Europe,old age
2190,Kim Nam-jung,49,1300,Food & Beverage,South Korea,FALSE,M,Asia,middle age
2190,Koon Poh Ming,65,1300,Metals & Mining,Malaysia,TRUE,M,Asia,old age
2190,Yuri Kovalchuk,70,1300,Finance & Investments,Russia,TRUE,M,Europe,old age
2190,Michael Krasny,68,1300,Technology,United States,TRUE,M,North America,old age
2190,Raymond Kwok,68,1300,Real Estate,Hong Kong,FALSE,M,,old age
2190,Heikki Kyostila,76,1300,Healthcare,Finland,TRUE,M,Europe,old age
2190,Lee Ho-jin,59,1300,Diversified,South Korea,FALSE,M,Asia,middle age
2190,Bernard Lewis & family,96,1300,Fashion & Retail,United Kingdom,TRUE,M,Europe,old age
2190,Fengluan Li,60,1300,Diversified,China,TRUE,F,Asia,middle age
2190,Hua Li,44,1300,Finance & Investments,China,TRUE,M,Asia,youth
2190,Li Ruiqiang,42,1300,Healthcare,China,TRUE,M,Asia,youth
2190,Lin Zhijun,46,1300,Healthcare,China,TRUE,M,Asia,middle age
2190,Lin Zhixiong & family,48,1300,Healthcare,China,TRUE,M,Asia,middle age
2190,Liu Ming Hui,59,1300,Energy,China,TRUE,M,Asia,middle age
2190,Xuejing Liu & family,71,1300,Diversified,China,TRUE,M,Asia,old age
2190,Lu Yonghua & family,58,1300,Technology,China,TRUE,M,Asia,middle age
2190,Zhaoxi Lu,53,1300,Technology,China,TRUE,M,Asia,middle age
2190,Frederic Luddy,67,1300,Technology,United States,TRUE,M,North America,old age
2190,Miao Yongjun,54,1300,Healthcare,China,TRUE,M,Asia,middle age
2190,Martin Moller Nielsen,57,1300,Logistics,Denmark,TRUE,M,Europe,middle age
2190,Neide Helena de Moraes,67,1300,Diversified,Brazil,FALSE,F,South America,old age
2190,Yoshiko Mori,81,1300,Real Estate,Japan,FALSE,F,Asia,old age
2190,Mofatraj Munot,77,1300,Real Estate,India,TRUE,M,Asia,old age
2190,Randal Nardone,66,1300,Finance & Investments,United States,TRUE,M,North America,old age
2190,God Nisanov,49,1300,Real Estate,Russia,TRUE,M,Europe,middle age
2190,Vadim Novinsky,58,1300,Metals & Mining,Ukraine,TRUE,M,Europe,middle age
2190,Satyanarayan Nuwal,69,1300,Manufacturing,India,TRUE,M,Asia,old age
2190,John Ocampo,63,1300,Technology,United States,TRUE,M,North America,old age
2190,Pan Gang,51,1300,Food & Beverage,China,TRUE,M,Asia,middle age
2190,Forrest Preston,89,1300,Healthcare,United States,TRUE,M,North America,old age
2190,Riju Raveendran,39,1300,Technology,India,TRUE,M,Asia,youth
2190,P.P. Reddy,64,1300,Construction & Engineering,India,TRUE,M,Asia,old age
2190,P.V.Krishna Reddy,52,1300,Construction & Engineering,India,TRUE,M,Asia,middle age
2190,Satish Reddy,54,1300,Healthcare,India,FALSE,M,Asia,middle age
2190,Lily Safra,84,1300,Finance & Investments,Monaco,FALSE,F,Europe,old age
2190,Richard Saghian,40,1300,Fashion & Retail,United States,TRUE,M,North America,youth
2190,Deniz Sahenk,76,1300,Diversified,Turkey,FALSE,F,Europe,old age
2190,Thomas Sandell,61,1300,Finance & Investments,Sweden,TRUE,M,Europe,old age
2190,Hajime Satomi,80,1300,Gambling & Casinos,Japan,TRUE,M,Asia,old age
2190,James Scapa,65,1300,Technology,United States,TRUE,M,North America,old age
2190,Paul Sciarra,41,1300,Media & Entertainment,United States,TRUE,M,North America,youth
2190,Albert Shigaboutdinov,69,1300,Diversified,Russia,TRUE,M,Europe,old age
2190,Nobutoshi Shimamura,96,1300,Fashion & Retail,Japan,TRUE,M,Asia,old age
2190,Ron Sim,63,1300,Fashion & Retail,Singapore,TRUE,M,Asia,old age
2190,Alexander Sixt,42,1300,Automotive,Germany,FALSE,M,Europe,youth
2190,Konstantin Sixt,39,1300,Automotive,Germany,FALSE,M,Europe,youth
2190,Terry Snow,78,1300,Real Estate,Australia,TRUE,M,Australia,old age
2190,Marco Squinzi,50,1300,Construction & Engineering,Italy,FALSE,M,Europe,middle age
2190,Veronica Squinzi,50,1300,Construction & Engineering,Italy,FALSE,F,Europe,middle age
2190,Manny Stul,72,1300,Manufacturing,Australia,TRUE,M,Australia,old age
2190,Rustem Sulteev,68,1300,Energy,Russia,TRUE,M,Europe,old age
2190,Sehat Sutardja,60,1300,Technology,United States,TRUE,M,North America,middle age
2190,Tony Tan Caktiong,69,1300,Food & Beverage,Philippines,TRUE,M,Asia,old age
2190,Jim Thompson,82,1300,Logistics,United States,TRUE,M,North America,old age
2190,Carmen Thyssen,78,1300,Manufacturing,Spain,FALSE,F,Europe,old age
2190,August Troendle,66,1300,Healthcare,United States,TRUE,M,North America,old age
2190,Joop van den Ende,80,1300,Media & Entertainment,Netherlands,TRUE,M,Europe,old age
2190,Sekar Vembu,50,1300,Technology,India,TRUE,M,Asia,middle age
2190,Sandro Veronesi & family,62,1300,Fashion & Retail,Italy,TRUE,M,Europe,old age
2190,Wan Long,81,1300,Food & Beverage,China,TRUE,M,Asia,old age
2190,Han Wang,34,1300,Diversified,China,FALSE,M,Asia,youth
2190,Wang Jianyi,59,1300,Technology,China,TRUE,M,Asia,middle age
2190,Wang Qinghua,56,1300,Manufacturing,China,TRUE,M,Asia,middle age
2190,Pengcheng Wen & family,59,1300,Food & Beverage,China,TRUE,M,Asia,middle age
2190,"Alfred West, Jr.",79,1300,Finance & Investments,United States,TRUE,M,North America,old age
2190,Dan Wilks,65,1300,Energy,United States,TRUE,M,North America,old age
2190,Farris Wilks,70,1300,Energy,United States,TRUE,M,North America,old age
2190,Gang Xu,58,1300,Manufacturing,China,TRUE,M,Asia,middle age
2190,Xu Jin,57,1300,Food & Beverage,China,TRUE,M,Asia,middle age
2190,Tony Xu,37,1300,Technology,United States,TRUE,M,North America,youth
2190,Ye Yanqiao,52,1300,Food & Beverage,China,TRUE,M,Asia,middle age
2190,Patrick Zalupski,41,1300,Real Estate,United States,TRUE,M,North America,youth
2190,Shengda Zan,59,1300,Diversified,China,TRUE,M,Asia,middle age
